x,y,theta,counter,x_d,y_d,theta_d,v,w,mean_v,state_cost,min_Traj_cost,t_mppi
-0.8604423092833626,-6.920149040082289,55.58343263350978,0,4.0,4.0,66.00666176373298,1.3581016063690186,0.46467944979667664,0.6423960328102112,358.1767292060795,1276.848876953125,0.01100778579711914
-0.8324449904514908,-6.883435490350108,56.83221190017517,0,4.0,4.0,66.05790105185875,1.360432744026184,0.4484042525291443,0.6352897882461548,355.28204182944313,1269.0469970703125,0.010550260543823242
-0.8052200605323129,-6.845966428859982,58.04845297724039,0,4.0,4.0,66.10463960238012,1.3635326623916626,0.43353426456451416,0.6291787028312683,352.40592871487166,1262.3809814453125,0.008546113967895508
-0.7919219752353812,-6.826886960049587,58.61851995171946,0,4.0,4.0,66.12607623273338,1.3658185005187988,0.41971105337142944,0.6216661930084229,350.9750718724363,1259.9832763671875,0.007707118988037109
-0.7658880710003114,-6.787811091323444,59.62672186776774,0,4.0,4.0,66.1648999093766,1.3477047681808472,0.3864738643169403,0.6245414614677429,348.11704459965694,1253.6180419921875,0.008070945739746094
-0.7282407832164617,-6.729048818539221,61.258427808615075,0,4.0,4.0,66.21714063128984,1.3937430381774902,0.3289240300655365,0.6335391402244568,343.89657924129415,1233.57568359375,0.0076465606689453125
-0.7282407832164617,-6.729048818539221,61.258427808615075,0,4.0,4.0,66.21714063128984,1.4512966871261597,0.417239248752594,0.6546211838722229,343.89657924129415,1224.6121826171875,0.007989645004272461
-0.6817031346460297,-6.648621555106434,62.83848534299412,0,4.0,4.0,66.26714321189195,1.4243359565734863,0.3798116445541382,0.6459974646568298,338.386142844448,1187.7518310546875,0.030011892318725586
-0.6588306673495135,-6.606638356311903,63.49238531780112,0,4.0,4.0,66.28712968593216,1.402906060218811,0.3238137662410736,0.6495876908302307,335.5850783303337,1180.008056640625,0.009760856628417969
-0.6357558483255601,-6.563805522324941,64.33803342122243,0,4.0,4.0,66.30650585396343,1.4010310173034668,0.28510794043540955,0.6419058442115784,332.7459592093776,1162.84716796875,0.008066177368164062
-0.6357558483255601,-6.563805522324941,64.33803342122243,0,4.0,4.0,66.30650585396343,1.3956414461135864,0.26600775122642517,0.6341914534568787,332.7459592093776,1167.4949951171875,0.008582115173339844
-0.613688951875034,-6.52055100441963,64.96218079114942,0,4.0,4.0,66.32059710078587,1.3907537460327148,0.25094977021217346,0.6265303492546082,329.93716122198555,1160.967529296875,0.010483264923095703
-0.5923248122463257,-6.477313305224774,65.53258019521866,0,4.0,4.0,66.33161777567744,1.386501431465149,0.23760417103767395,0.6191345453262329,327.1646877833095,1154.5032958984375,0.013714313507080078
-0.571645079194354,-6.434819003222585,66.1827331268208,0,4.0,4.0,66.34107907623506,1.3755676746368408,0.19741661846637726,0.6163604259490967,324.463695034538,1147.93310546875,0.011111259460449219
-0.551614365174974,-6.392180799692792,66.7855844283218,0,4.0,4.0,66.34732520845377,1.3758413791656494,0.18892145156860352,0.6087745428085327,321.7882930034139,1134.3226318359375,0.01401662826538086
-0.532054499223457,-6.349359027276557,67.37134983224684,0,4.0,4.0,66.35106272391081,1.3510911464691162,0.15463389456272125,0.6063463687896729,319.13138872060733,1128.4862060546875,0.007973670959472656
-0.5131174116468302,-6.306433593785408,67.89173095117569,0,4.0,4.0,66.35171461635305,1.3619682788848877,0.08348393440246582,0.6042051315307617,316.4986788660013,1118.24560546875,0.007670402526855469
-0.4859642673335137,-6.242206543645334,68.48626436804527,0,4.0,4.0,66.34715480244553,1.3746733665466309,0.15272678434848785,0.6225523352622986,312.60849168407555,1096.325927734375,0.008395195007324219
-0.46855656484162533,-6.199256176035317,68.71954139992997,0,4.0,4.0,66.3405372420012,1.3762409687042236,0.12805505096912384,0.6149446964263916,310.03378173190094,1079.4925537109375,0.009431838989257812
